,crc_str,as_id,gene_names,cancer_type,pearson_coefficient,p_value,adjusted_p_value,str_ase_pairs
17849,chr2_241182632,58332,PPP1R7,read,-0.12237553050022139,0.003264199074094628,0.02003362439042046,chr2_241182632; id:58332;read
13854,chr1_35749681,1730,CLSPN,read,-0.12243622249513758,0.0032487387312428234,0.01995898901613634,chr1_35749681; id:1730;read
23190,chr5_31486469,71627,DROSHA,read,-0.12245609337197438,0.0032436914120671815,0.019940131454872338,chr5_31486469; id:71627;read
29014,chr9_33923704,86127,UBAP2,read,-0.12246598828676389,0.003241180704392982,0.019928747795154654,chr9_33923704; id:86127;read
5116,chr13_48465369,25856,RB1,read,-0.12251042105694696,0.0032299282154291623,0.01987572306727467,chr13_48465369; id:25856;read
3004,chr12_110661306,24491,HVCN1,read,-0.12251229326380883,0.0032294548641090843,0.01987572306727467,chr12_110661306; id:24491;read
1385,chr11_113205587,18767,NCAM1,read,-0.12252143421288303,0.003227144657020877,0.01987072275073217,chr11_113205587; id:18767;read
27866,chr8_73978693,84217,TMEM70,read,-0.12253351982895465,0.0032240925450178937,0.01985985252050687,chr8_73978693; id:84217;read
16464,chr2_11791645,52709,LPIN1,read,-0.12258059409326394,0.003212229362949037,0.019807110516288202,chr2_11791645; id:52709;read
15659,chr21_42285789,60705,ABCG1,read,-0.12260967467926276,0.003204920605384145,0.019774137843705318,chr21_42285789; id:60705;read
5457,chr14_103735231,29520,PPP1R13B,read,-0.12261562579668395,0.00320342678893324,0.019768953934153406,chr14_103735231; id:29520;read
17685,chr2_232340705,57980,DIS3L2,read,-0.1226195114916775,0.0032024517648900175,0.019766970128387466,chr2_232340705; id:57980;read
23483,chr5_65647026,72243,TRAPPC13,read,-0.12265190021437197,0.0031943350632333955,0.019732978755615613,chr5_65647026; id:72243;read
18842,chr3_100290767,65817,TBC1D23,read,-0.12265324136759045,0.0031939993701404945,0.019732978755615613,chr3_100290767; id:65817;read
30527,chrX_71555135,89426,OGT,read,-0.12265680931680104,0.003193106462080432,0.019732978755615613,chrX_71555135; id:89426;read
16273,chr22_46693386,62718,CERK,read,-0.12266141909685815,0.0031919531634024686,0.019732978755615613,chr22_46693386; id:62718;read
8128,chr16_57115506,36521,CPNE2,read,-0.122662636207203,0.003191648723615033,0.019732978755615613,chr16_57115506; id:36521;read
5281,chr13_75841829,26062,LMO7,read,-0.12267688171287044,0.003188087410546289,0.019718548820444274,chr13_75841829; id:26062;read
10433,chr18_70017646,45782,RTTN,read,-0.12270305448370969,0.0031815537475982643,0.019682162629599,chr18_70017646; id:45782;read
20825,chr4_108064495,70286,LEF1,read,-0.12275818183006994,0.003167831785593474,0.019613320850619162,chr4_108064495; id:70286;read
20855,chr4_109752393,70338,CFI,read,-0.12279847232545554,0.003157836976283602,0.019563453369049064,chr4_109752393; id:70338;read
8479,chr16_88733966,38023,PIEZO1,read,-0.12282205417512257,0.0031520003674742098,0.019531295044920606,chr16_88733966; id:38023;read
14194,chr1_52024460,2989,TXNDC12,read,-0.1228414193680362,0.003147214735196676,0.01950563722664415,chr1_52024460; id:2989;read
26018,chr7_18767200,78890,HDAC9,read,-0.12284854191076847,0.003145456235874773,0.019498734136919965,chr7_18767200; id:78890;read
15833,chr22_22888129,61290,IGLL5,read,-0.12285988732356909,0.003142656988169296,0.019485375278224755,chr22_22888129; id:61290;read
19572,chr3_15641839,63615,BTD,read,-0.12286536085760519,0.0031413073161242486,0.019484995852374468,chr3_15641839; id:63615;read
13916,chr1_37940643,1848,INPP5B,read,-0.12287049971196268,0.003140040649573853,0.01948113424540742,chr1_37940643; id:1848;read
3948,chr12_50435647,21700,LARP4,read,-0.12287479854842742,0.0031389813942022064,0.019478558118105404,chr12_50435647; id:21700;read
26522,chr7_74223709,80064,LAT2,coad,-0.12287591824903289,0.003138705547562865,0.019478558118105404,chr7_74223709; id:80064;coad
4222,chr12_58872819,22770,LRIG3,read,-0.12290448864016304,0.0031316744693756413,0.01945311226806416,chr12_58872819; id:22770;read
20795,chr4_105269588,70187,TET2,read,-0.12291498742058415,0.0031290943548004,0.01944113778983938,chr4_105269588; id:70187;read
7097,chr15_68780008,31374,ANP32A,read,-0.12295095255732798,0.0031202704327163845,0.01940225724455326,chr15_68780008; id:31374;read
2396,chr11_67611479,17252,NDUFV1,read,-0.1229525719264242,0.003119873658949893,0.01940225724455326,chr11_67611479; id:17252;read
30340,chrX_50638109,89142,SHROOM4,read,-0.12295789908010987,0.0031185687367580963,0.01939965270325969,chrX_50638109; id:89142;read
15304,chr20_53975374,59822,BCAS1,read,-0.12296675657554523,0.003116400132173757,0.019395754534817417,chr20_53975374; id:59822;read
27584,chr8_39077213,83482,ADAM9,read,-0.12298179361167712,0.0031127217137507856,0.019379223596622582,chr8_39077213; id:83482;read
12302,chr1_156980416,8336,ARHGEF11,read,-0.12299897328600358,0.003108523987271087,0.019357073912912092,chr1_156980416; id:8336;read
12042,chr1_150949274,7519,SETDB1,read,-0.12299928554195239,0.003108447737493884,0.019357073912912092,chr1_150949274; id:7519;read
7344,chr15_85655516,32349,AKAP13,read,-0.12301403218734042,0.003104848690570606,0.019342152141361063,chr15_85655516; id:32349;read
10656,chr19_1455099,46498,APC2,read,-0.12301530253493882,0.0031045388285541736,0.019342152141361063,chr19_1455099; id:46498;read
16434,chr2_113120089,55033,IL1RN,read,-0.12304907901622858,0.0030963104075218597,0.01930486668223019,chr2_113120089; id:55033;read
8284,chr16_69749074,37308,NOB1,read,-0.12306964928455613,0.0030913089264076408,0.0192816330128272,chr16_69749074; id:37308;read
26615,chr7_80666581,80227,CD36,read,-0.12310078838288963,0.003083751705159556,0.019242432498978907,chr7_80666581; id:80227;read
15340,chr20_6077395,58666,FERMT1,read,-0.1231431567249031,0.003073496215959838,0.019197758995464147,chr20_6077395; id:58666;read
20705,chr3_97787869,65731,ARL6,read,-0.12316413722686462,0.003068429263200474,0.01917451303006164,chr3_97787869; id:65731;read
7680,chr16_21617798,34524,METTL9,read,-0.1231868286514335,0.003062957662928632,0.01914427660989388,chr16_21617798; id:34524;read
12138,chr1_154172416,7785,TPM3,read,-0.12319791216249856,0.003060288314944423,0.019135501361483166,chr1_154172416; id:7785;read
12452,chr1_169380681,8915,BLZF1,read,-0.12321239078965343,0.003056804476254655,0.019117669847874698,chr1_169380681; id:8915;read
792,chr10_63176233,11888,JMJD1C,read,-0.12324066408489329,0.003050011771321143,0.01908511726916667,chr10_63176233; id:11888;read
7432,chr15_90980205,32529,PRC1,read,-0.12326843972538308,0.0030433520017750016,0.019049292486275852,chr15_90980205; id:32529;read
10333,chr18_49877712,45493,MYO5B,read,-0.12332790074353871,0.0030291394744820913,0.018991775167021323,chr18_49877712; id:45493;read
24258,chr6_143783332,77985,PHACTR2,coad,-0.12333366877102482,0.003027764003333091,0.018989890856256998,chr6_143783332; id:77985;coad
8845,chr17_30484641,40112,GOSR1,coad,-0.12333719743671781,0.003026922821157041,0.01898968693754298,chr17_30484641; id:40112;coad
7112,chr15_69445943,31388,KIF23,coad,-0.12336666436738589,0.0030199066333363744,0.018959252362022738,chr15_69445943; id:31388;coad
5413,chr14_102424952,29415,TECPR2,read,-0.12337151045825165,0.00301875417852112,0.018958102186331247,chr14_102424952; id:29415;read
6979,chr15_63043993,30979,TPM1,read,-0.12337346664011836,0.0030182890898785876,0.018958102186331247,chr15_63043993; id:30979;read
26837,chr7_98232982,80578,TECPR1,read,-0.12338351808985132,0.003015900352714424,0.018948048643092595,chr7_98232982; id:80578;read
19677,chr3_171084124,67627,TNIK,coad,-0.12339775056485794,0.0030125209325905936,0.01893074913904062,chr3_171084124; id:67627;coad
11892,chr1_11957802,695,PLOD1,read,-0.12340396630711148,0.003011046121179953,0.018925413535970007,chr1_11957802; id:695;read
2095,chr11_48139383,15812,PTPRJ,read,-0.12343281487245103,0.0030042098075000264,0.01889029638832397,chr11_48139383; id:15812;read
15479,chr21_25706169,60253,JAM2,read,-0.12344858830024306,0.0030004779150942834,0.018870753699735208,chr21_25706169; id:60253;read
1073,chr10_84499860,12407,CCSER2,read,-0.12346851993983714,0.0029957682490272886,0.01885289444274456,chr10_84499860; id:12407;read
18532,chr2_72514941,53943,EXOC6B,read,-0.12349427764496075,0.002989691899606963,0.018822487823399795,chr2_72514941; id:53943;read
29783,chrX_130656782,90109,ENOX2,read,-0.12351408342474682,0.0029850272633558184,0.01879703301690542,chrX_130656782; id:90109;read
3084,chr12_113858703,24645,RBM19,read,-0.12351588491998278,0.0029846033058650197,0.01879703301690542,chr12_113858703; id:24645;read
9518,chr17_54930052,42534,TOM1L1,read,-0.12355172940323608,0.0029761791754398053,0.018753028991911856,chr17_54930052; id:42534;read
18798,chr2_9849442,52641,TAF1B,read,-0.12357326310657947,0.0029711287581894986,0.01872783231912055,chr2_9849442; id:52641;read
6016,chr14_63539469,27820,PPP2R5E,read,-0.12358431212545384,0.0029685404000295537,0.01871659462140793,chr14_63539469; id:27820;read
4516,chr12_79817553,23529,PPP1R12A,read,-0.12362382308652381,0.0029593012891644226,0.01867001825005798,chr12_79817553; id:23529;read
562,chr10_27197276,11068,ACBD5,read,-0.1236262120490537,0.002958743502043234,0.01867001825005798,chr10_27197276; id:11068;read
22647,chr5_14387922,71584,TRIO,read,-0.12364422984559634,0.002954539696467752,0.01864775732881201,chr5_14387922; id:71584;read
6925,chr15_59153682,30933,MYO1E,read,-0.12365181678937329,0.002952771182628807,0.018641154096774293,chr15_59153682; id:30933;read
5421,chr14_102886173,29424,TRAF3,read,-0.12369180129745203,0.0029434667165453257,0.01859727404259732,chr14_102886173; id:29424;read
30206,chrX_41347613,88849,DDX3X,read,-0.12370245376380562,0.002940992374437243,0.018594365682637528,chrX_41347613; id:88849;read
28424,chr9_123454850,87514,DENND1A,read,-0.12370955031628345,0.002939345046585614,0.01859065055081177,chr9_123454850; id:87514;read
13186,chr1_223806825,9929,TP53BP2,read,-0.1237113764185359,0.002938921288031298,0.01859065055081177,chr1_223806825; id:9929;read
10547,chr19_10681305,47567,ILF3,read,-0.12372748114130437,0.0029351864923733164,0.018576002398374338,chr19_10681305; id:47567;read
8036,chr16_4868913,33867,UBN1,read,-0.12373477835760191,0.002933495640473755,0.018571257890161747,chr16_4868913; id:33867;read
5227,chr13_60494453,26021,TDRD3,read,-0.12373484128393991,0.0029334810635483813,0.018571257890161747,chr13_60494453; id:26021;read
24629,chr6_3415840,75191,SLC22A23,read,-0.12376204360203198,0.0029271858006448583,0.018556431469399233,chr6_3415840; id:75191;read
8448,chr16_87411504,37945,ZCCHC14,read,-0.12381004969185228,0.0029161060429766772,0.018501704902418627,chr16_87411504; id:37945;read
12268,chr1_156530054,8282,IQGAP3,read,-0.12388733078785619,0.002898349815622339,0.018416090372583536,chr1_156530054; id:8282;read
16605,chr2_148754189,55538,EPC2,read,-0.1239065398066802,0.0028939516213544497,0.018392008150423477,chr2_148754189; id:55538;read
9560,chr17_57256995,42610,MSI2,read,-0.12396345736902839,0.0028809551399183423,0.01832551570072084,chr17_57256995; id:42610;read
5104,chr13_48347896,25856,RB1,read,-0.12396594524000247,0.002880388276760803,0.01832551570072084,chr13_48347896; id:25856;read
7560,chr16_13947896,34064,ERCC4,read,-0.12396722923397432,0.0028800957575594675,0.01832551570072084,chr16_13947896; id:34064;read
8862,chr17_31155960,40143,NF1,read,-0.12397561926558326,0.0028781850082494104,0.01832381772920855,chr17_31155960; id:40143;read
25982,chr7_159036706,82538,VIPR2,read,-0.12399531428952315,0.002873704189089177,0.018309497198020254,chr7_159036706; id:82538;read
30545,chrX_72605191,89509,PHKA1,read,-0.12401731648212774,0.002868705977303603,0.018285355591896202,chrX_72605191; id:89509;read
18940,chr3_111600728,66048,CD96,read,-0.12402863921242083,0.0028661368922531204,0.01827668359818588,chr3_111600728; id:66048;read
8072,chr16_50786864,36391,CYLD,read,-0.12404081004697995,0.002863377711844851,0.018267688989088118,chr16_50786864; id:36391;read
5968,chr14_57391481,27654,NAA30,read,-0.12404092129890636,0.0028633525017147865,0.018267688989088118,chr14_57391481; id:27654;read
16721,chr2_159395899,55698,BAZ2B,read,-0.12404263844045996,0.002862963416226256,0.018267688989088118,chr2_159395899; id:55698;read
9302,chr17_44933003,41924,KIF18B,read,-0.12404860115438934,0.002861612704290648,0.018267688989088118,chr17_44933003; id:41924;read
29284,chr9_77370220,86648,VPS13A,read,-0.12406180505786835,0.002858623736880421,0.018259572317201336,chr9_77370220; id:86648;read
9110,chr17_40192584,40846,RAPGEFL1,read,-0.12411545785276076,0.002846507577051492,0.01818986301878774,chr17_40192584; id:40846;read
24309,chr6_149680204,78091,LATS1,read,-0.12412444411311882,0.0028444828301789618,0.018180765680211895,chr6_149680204; id:78091;read
7628,chr16_18851993,34272,SMG1,read,-0.12413055493223349,0.0028431067150552587,0.018175811159764597,chr16_18851993; id:34272;read
8000,chr16_47502977,36324,PHKB,read,-0.12414390207685858,0.002840103136365152,0.01816383316894531,chr16_47502977; id:36324;read
3772,chr12_4489668,19768,C12orf4,read,-0.12416386744356432,0.0028356156179739672,0.018147099950406823,chr12_4489668; id:19768;read
4284,chr12_6470541,19862,VAMP1,read,-0.1241921368496134,0.0028292726850094665,0.018114172810777162,chr12_6470541; id:19862;read
8262,chr16_68815585,37245,CDH1,read,-0.1241984038394118,0.002827868283480521,0.018109014658875367,chr16_68815585; id:37245;read
2378,chr11_67219229,17151,KDM2A,read,-0.12420377770735194,0.002826664531805826,0.018108974531765985,chr11_67219229; id:17151;read
9060,chr17_39191602,40626,CACNB1,read,-0.12420841491524384,0.0028256261678158414,0.018106157509658924,chr17_39191602; id:40626;read
16225,chr22_43972849,62604,SAMM50,read,-0.12421882786618427,0.0028232957647056373,0.01809505836056834,chr22_43972849; id:62604;read
19578,chr3_15694871,63628,ANKRD28,read,-0.12423890532096858,0.00281880740048934,0.01807778410258696,chr3_15694871; id:63628;read
10640,chr19_1395489,46465,NDUFS7,read,-0.12429667207235007,0.002805929725963537,0.018018119864494093,chr19_1395489; id:46465;read
9550,chr17_56899145,42597,TRIM25,read,-0.12432118463716635,0.002800481465034676,0.017990773557768434,chr17_56899145; id:42597;read
9248,chr17_43508290,41705,DHX8,read,-0.12433989402140407,0.002796329528305388,0.017975555065589045,chr17_43508290; id:41705;read
24729,chr6_39905437,76067,MOCS1,read,-0.12434238128575478,0.0027957779836788378,0.017975555065589045,chr6_39905437; id:76067;read
10412,chr18_63400019,45711,VPS4B,read,-0.1243450314794117,0.0027951904189302897,0.017975555065589045,chr18_63400019; id:45711;read
24239,chr6_138945198,77947,REPS1,read,-0.12435321644183939,0.0027933764708950705,0.01796802878822233,chr6_138945198; id:77947;read
13704,chr1_30981346,1443,PUM1,read,-0.124358597588248,0.002792184487710826,0.01796802775542526,chr1_30981346; id:1443;read
19444,chr3_14467994,63525,SLC6A6,read,-0.1243760335697207,0.002788325407943535,0.01795080927272291,chr3_14467994; id:63525;read
15237,chr20_49158907,59736,STAU1,read,-0.12439114257823414,0.0027849852835066815,0.017933123248809787,chr20_49158907; id:59736;read
16151,chr22_41748085,62455,MEI1,read,-0.12440487902484983,0.002781951752744898,0.01792122060953556,chr22_41748085; id:62455;read
1055,chr10_79305143,12300,ZMIZ1,read,-0.12440884117193922,0.0027810773192068743,0.017919404243590096,chr10_79305143; id:12300;read
18206,chr2_43917995,53409,LRPPRC,coad,-0.12441308590312554,0.0027801407980497846,0.017917186967188522,chr2_43917995; id:53409;coad
5545,chr14_21402419,26580,CHD8,read,-0.1244538626854216,0.0027711587830433117,0.017868258746200703,chr14_21402419; id:26580;read
6965,chr15_62727245,30977,TLN2,read,-0.12446319387078017,0.002769107097515779,0.017868258746200703,chr15_62727245; id:30977;read
13520,chr1_2410326,265,PEX10,read,-0.12449022137174735,0.002763172258036427,0.01783823798171008,chr1_2410326; id:265;read
2274,chr11_64368262,16648,RPS6KA4,read,-0.12449038699655898,0.0027631359250289995,0.01783823798171008,chr11_64368262; id:16648;read
8030,chr16_48334200,36335,LONP2,read,-0.12456661894191105,0.0027464591012560345,0.017753078759882187,chr16_48334200; id:36335;read
21559,chr4_38935696,69035,FAM114A1,read,-0.1245984151091985,0.0027395303800426623,0.01771586408902936,chr4_38935696; id:69035;read
10915,chr19_32619402,48896,ANKRD27,read,-0.12463057432247945,0.0027325387516101956,0.017685865081434236,chr19_32619402; id:48896;read
1491,chr11_118094943,18957,TMPRSS4,read,-0.12463112599689606,0.0027324189558751793,0.017685865081434236,chr11_118094943; id:18957;read
9414,chr17_49821343,42320,KAT7,read,-0.1246431901382195,0.002729800431875585,0.01767940343941693,chr17_49821343; id:42320;read
29905,chrX_150727132,90349,MTMR1,read,-0.12465278289354564,0.002727719954820699,0.017669713007828665,chrX_150727132; id:90349;read
10251,chr18_35373395,45166,ZNF396,read,-0.12466014792858536,0.0027261236064308318,0.017665371403503292,chr18_35373395; id:45166;read
10169,chr18_24064112,44849,TTC39C,read,-0.1246674255225056,0.0027245470468893304,0.017660506950957524,chr18_24064112; id:44849;read
29616,chrX_111681272,89905,ALG13,read,-0.12468284522738231,0.002721209390534469,0.017642653379788858,chrX_111681272; id:89905;read
11702,chr1_108699519,3945,PRPF38B,read,-0.12469385051413903,0.0027188295315810095,0.017634784298234535,chr1_108699519; id:3945;read
8116,chr16_57020935,36514,NLRC5,read,-0.12469863670110778,0.0027177951254902205,0.017631856192718086,chr16_57020935; id:36514;read
24461,chr6_158789244,78288,EZR,read,-0.12472434902532657,0.00271224423145038,0.01760339630476754,chr6_158789244; id:78288;read
27287,chr8_16120380,82778,MSR1,read,-0.1247339733724412,0.0027101691422436085,0.017593703736243384,chr8_16120380; id:82778;read
11328,chr19_49680178,51038,PRMT1,read,-0.1247483625050696,0.002707069424176668,0.017577353957540433,chr19_49680178; id:51038;read
1817,chr11_18405390,14607,LDHA,read,-0.12478112614708164,0.0027000235055281326,0.0175353684613911,chr11_18405390; id:14607;read
5521,chr14_20406316,26435,TEP1,read,-0.1247862907918661,0.002698914359539178,0.0175353684613911,chr14_20406316; id:26435;read
10163,chr18_23921009,44844,LAMA3,read,-0.1247899555551735,0.0026981275761723154,0.017535305496281288,chr18_23921009; id:44844;read
17455,chr2_215410131,57360,FN1,read,-0.12480200236972014,0.0026955427336458017,0.017525083830420736,chr2_215410131; id:57360;read
6118,chr14_69442164,28145,SLC39A9,read,-0.1248207194887145,0.0026915311445036985,0.017506528917314915,chr14_69442164; id:28145;read
6993,chr15_63327175,31026,CA12,read,-0.12487415878800112,0.002680107572342225,0.017454748821165073,chr15_63327175; id:31026;read
30629,chrX_96957983,89594,DIAPH2,read,-0.12490788967416577,0.002672919782425403,0.017415437057185762,chrX_96957983; id:89594;read
907,chr10_71825899,12067,PSAP,read,-0.12502072590354724,0.0026490027757820143,0.017281943260036025,chr10_71825899; id:12067;read
5261,chr13_75320071,26052,TBC1D4,read,-0.1250584119154104,0.002641058334905491,0.017233831572646508,chr13_75320071; id:26052;read
6204,chr14_74899911,28435,DLST,read,-0.12506172036635227,0.002640361931499076,0.01723300531251393,chr14_74899911; id:28435;read
1509,chr11_119055123,19085,HYOU1,read,-0.1250635796005135,0.0026399706505268188,0.01723300531251393,chr11_119055123; id:19085;read
7848,chr16_29695244,35925,QPRT,read,-0.1250800864249656,0.002636499061116172,0.017215223252042017,chr16_29695244; id:35925;read
9150,chr17_41821027,40945,FKBP10,read,-0.12511912313994233,0.002628305711001278,0.017192809644465106,chr17_41821027; id:40945;read
15354,chr20_62128826,60039,LSM14B,read,-0.12513819760267314,0.0026243106534045895,0.017176428416408093,chr20_62128826; id:60039;read
27487,chr8_28837799,83226,INTS9,read,-0.12515986877452495,0.002619778446375657,0.01715047599797224,chr8_28837799; id:83226;read
2301,chr11_65400778,16848,FRMD8,read,-0.1251798334837698,0.0026156094380488195,0.017126890550722352,chr11_65400778; id:16848;read
13628,chr1_26761262,1293,ARID1A,read,-0.1251930990528003,0.002612842682794583,0.017116185172432782,chr1_26761262; id:1293;read
24499,chr6_168666373,78470,SMOC2,coad,-0.1252218350122052,0.002606858469411206,0.017084384486964664,chr6_168666373; id:78470;coad
8174,chr16_58670212,36678,SLC38A7,read,-0.12522310451113983,0.002606594386961311,0.017084384486964664,chr16_58670212; id:36678;read
30092,chrX_30843106,88751,TAB3,read,-0.12523389690253114,0.0026043503278312483,0.0170753469900837,chrX_30843106; id:88751;read
17104,chr2_190660020,56580,NAB1,read,-0.12524734793907405,0.0026015559234842307,0.017060723960490146,chr2_190660020; id:56580;read
15643,chr21_41810335,60681,PRDM15,read,-0.12525979560912587,0.002598972401022994,0.017054875302438804,chr21_41810335; id:60681;read
11062,chr19_38700955,49687,ACTN4,read,-0.1252607167200434,0.0025987813168204116,0.017054875302438804,chr19_38700955; id:49687;read
3002,chr12_110493076,24434,VPS29,read,-0.12526498838302708,0.0025978953289877123,0.017054875302438804,chr12_110493076; id:24434;read
16125,chr22_40798944,62356,SLC25A17,read,-0.12528207502173366,0.00259435413419358,0.017035658008833006,chr22_40798944; id:62356;read
6190,chr14_74809524,28426,YLPM1,read,-0.12528449182313361,0.0025938536091690465,0.017035658008833006,chr14_74809524; id:28426;read
7224,chr15_74625788,31725,CLK3,read,-0.12530974478315743,0.0025886289289910026,0.01700914228923156,chr15_74625788; id:31725;read
12180,chr1_155136041,7940,SLC50A1,read,-0.12531300147356061,0.002587955839138055,0.01700841467942861,chr1_155136041; id:7940;read
8224,chr16_67612110,37087,CTCF,read,-0.1253184343584751,0.0025868333305679577,0.01700841467942861,chr16_67612110; id:37087;read
15629,chr21_41403511,60662,MX2,read,-0.1253389567158577,0.0025825971352842455,0.01699165768037242,chr21_41403511; id:60662;read
17363,chr2_207165568,57167,KLF7,read,-0.12541454405905797,0.00256704901269037,0.01692249289207067,chr2_207165568; id:57167;read
8515,chr16_89764831,38142,FANCA,read,-0.12543209975648612,0.002563450089692456,0.016907258481830754,chr16_89764831; id:38142;read
11530,chr19_56576720,52184,ZNF470,read,-0.12547890599277345,0.0025538772779211453,0.01686409261323188,chr19_56576720; id:52184;read
14304,chr1_6232126,385,ICMT,read,-0.12549386121402098,0.0025508255166645623,0.016852275611952752,chr1_6232126; id:385;read
6588,chr15_40463796,29982,BAHD1,read,-0.12549861238638868,0.002549856689286821,0.016852275611952752,chr15_40463796; id:29982;read
18521,chr2_71424560,53926,ZNF638,coad,-0.1255430864131531,0.0025408041050679507,0.016800747738911274,chr2_71424560; id:53926;coad
29596,chrX_107115838,89815,RBM41,read,-0.12554369847765656,0.002540679725540584,0.016800747738911274,chrX_107115838; id:89815;read
5553,chr14_21468604,26581,RAB2B,read,-0.12558648802435074,0.002531998083644029,0.01675717331286951,chr14_21468604; id:26581;read
11352,chr19_50015961,51139,VRK3,read,-0.1255969105415775,0.002529887544734411,0.01674686994757983,chr19_50015961; id:51139;read
26769,chr7_92089593,80410,AKAP9,read,-0.12567280608446016,0.002514567178235681,0.016674651240021522,chr7_92089593; id:80410;read
8652,chr17_17866216,39511,TOM1L2,read,-0.12567424020124696,0.0025142785022602933,0.016674651240021522,chr17_17866216; id:39511;read
29224,chr9_75078366,86624,NMRK1,read,-0.1256919095959133,0.0025107242780288055,0.016660126324919092,chr9_75078366; id:86624;read
23897,chr6_107883081,77141,SEC63,read,-0.12574219181924232,0.0025006350054561878,0.016600462190522913,chr6_107883081; id:77141;read
6590,chr15_40698699,30018,RAD51,read,-0.1257462451040951,0.002499823315601374,0.01659871705386686,chr15_40698699; id:30018;read
6985,chr15_63071196,30979,TPM1,read,-0.1257685215974513,0.0024953666299674516,0.01657276322427878,chr15_63071196; id:30979;read
11278,chr19_48342566,50732,TMEM143,read,-0.12577465695433915,0.002494140450581853,0.016568257836118636,chr19_48342566; id:50732;read
23266,chr5_37318107,71827,NUP155,read,-0.12578292348531697,0.0024924892156283685,0.016560926258058,chr5_37318107; id:71827;read
5273,chr13_75819455,26062,LMO7,read,-0.12578629716528225,0.002491815611604246,0.016560088589973723,chr13_75819455; id:26062;read
15485,chr21_25757928,60277,GABPA,read,-0.12579555392887398,0.002489968217893743,0.01655144807696621,chr21_25757928; id:60277;read
10503,chr18_9859168,44614,RAB31,read,-0.12580710848812407,0.0024876640014441288,0.01653976648135363,chr18_9859168; id:44614;read
8996,chr17_37536148,40526,SYNRG,read,-0.12581346335048804,0.0024863975408700037,0.016535263148278682,chr17_37536148; id:40526;read
950,chr10_73471485,12153,PPP3CB,read,-0.12583200971099517,0.0024827047998779756,0.016520599576720058,chr10_73471485; id:12153;read
15406,chr20_63930889,60176,DNAJC5,read,-0.12583578071499915,0.0024819545728471232,0.016519963920722105,chr20_63930889; id:60176;read
27463,chr8_27598161,83168,CLU,read,-0.12584454467933054,0.0024802118141960374,0.016511997869328453,chr8_27598161; id:83168;read
7852,chr16_29859527,35968,CDIPT,read,-0.1258549802510025,0.002478138104506252,0.01650545848288738,chr16_29859527; id:35968;read
25222,chr6_90571815,77019,MAP3K7,read,-0.1258586902312418,0.002477401255303597,0.016504185234946542,chr6_90571815; id:77019;read
27059,chr8_120396266,85021,MRPL13,read,-0.12589676511906803,0.0024698506458515216,0.016472024869631594,chr8_120396266; id:85021;read
17919,chr2_25247151,52856,DNMT3A,read,-0.12593839338648444,0.002461619405146566,0.01643524920720925,chr2_25247151; id:52856;read
15727,chr21_46431966,60937,PCNT,read,-0.1259389419312013,0.0024615111076237285,0.01643524920720925,chr21_46431966; id:60937;read
25994,chr7_16794841,78869,AGR2,read,-0.12596321951602124,0.0024567224102427115,0.01640979887318702,chr7_16794841; id:78869;read
6390,chr14_93226950,29026,UBR7,read,-0.12597478755792926,0.002454443633014207,0.016401822289110624,chr14_93226950; id:29026;read
11296,chr19_48861599,50820,PLEKHA4,read,-0.12600236295729228,0.0024490193604531493,0.01638005098560493,chr19_48861599; id:50820;read
5842,chr14_50456613,27482,MAP4K5,read,-0.12601092370704378,0.00244733762846697,0.016372423484402456,chr14_50456613; id:27482;read
8114,chr16_56844489,36496,NUP93,read,-0.12603282789037437,0.0024430394192428324,0.016350902242752704,chr16_56844489; id:36496;read
17539,chr2_219558226,57728,OBSL1,read,-0.12603900216221628,0.002441829101038251,0.016350037892606133,chr2_219558226; id:57728;read
7234,chr15_75375805,31878,SIN3A,read,-0.12606896308037932,0.002435963748070184,0.01631798971437048,chr15_75375805; id:31878;read
7238,chr15_75392319,31878,SIN3A,read,-0.1260689630803794,0.002435963748070115,0.01631798971437048,chr15_75392319; id:31878;read
6084,chr14_67387398,28059,PLEK2,read,-0.12607786576928126,0.002434223377214773,0.016313557731854823,chr14_67387398; id:28059;read
20225,chr3_45732192,64403,SACM1L,read,-0.12609498165523464,0.002430880611261396,0.016294765976861907,chr3_45732192; id:64403;read
11242,chr19_45838415,50529,SYMPK,read,-0.12612015083809008,0.0024259726316488276,0.016269078102930996,chr19_45838415; id:50529;read
972,chr10_74082604,12254,VCL,read,-0.1261664989860083,0.0024169584218593806,0.01622661653033007,chr10_74082604; id:12254;read
12953,chr1_207336596,9631,CD55,read,-0.12616950116393724,0.002416375586736684,0.01622661653033007,chr1_207336596; id:9631;read
68,chr10_103054297,12983,CNNM2,read,-0.12618519816378726,0.0024133303001206887,0.016226010915725647,chr10_103054297; id:12983;read
15073,chr20_41169404,59390,PLCG1,read,-0.1262094078270134,0.002408640388062748,0.016210353479518873,chr20_41169404; id:59390;read
10197,chr18_2674161,44483,SMCHD1,read,-0.12621889210655124,0.0024068053565536192,0.01620521549620753,chr18_2674161; id:44483;read
16261,chr22_46268446,62702,TTC38,read,-0.1262404664033014,0.002402635884693196,0.016180744229023762,chr22_46268446; id:62702;read
5361,chr13_98888144,26173,DOCK9,read,-0.1262747164851006,0.0023960302197317215,0.016139851669440073,chr13_98888144; id:26173;read
