,crc_str,as_id,gene_names,cancer_type,pearson_coefficient,p_value,adjusted_p_value,gene_function
10881,chr19_2477069,46609,GADD45B,read,-0.12988944136434105,0.0017852096808362603,0.013001123717046157,
3068,chr12_113260346,24631,TPCN1,read,-0.1299101676361772,0.0017821620721056772,0.012985182334578706,
9396,chr17_49619120,42302,SPOP,read,-0.1299312295170767,0.0017790700021735853,0.012972028017295103,
8218,chr16_67029490,36924,CBFB,read,-0.12998720489294363,0.001770876214282581,0.012927866546216912,
4691,chr12_98665539,23867,APAF1,read,-0.13001003808612208,0.0017675437928234778,0.012906654276664915,
14544,chr1_88804334,3696,PKN2,coad,-0.1300670905515082,0.001759242310388308,0.012855347590648557,
8452,chr16_87433161,37945,ZCCHC14,read,-0.13009460594019145,0.0017552514457211525,0.012829284672749216,
2341,chr11_66268665,16997,RAB1B,read,-0.1301029685084187,0.0017540401749006152,0.012824514047339036,
4318,chr12_6591456,19896,CHD4,read,-0.13014224015335898,0.001748362144070992,0.012791294883267334,
12732,chr1_19114734,872,UBR4,read,-0.1301609355532359,0.001745665024658368,0.012777744112002018,ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]
14549,chr1_88828419,3698,PKN2,read,-0.13016890361766245,0.0017445166602147112,0.012773329838102252,
16083,chr22_38636467,62247,FAM227A,read,-0.13017734712271722,0.0017433005309150584,0.012769708054619992,
19921,chr3_197066596,68281,DLG1,read,-0.13027059172466032,0.0017299219929441936,0.01268707339393723,
20911,chr4_118889176,70453,SYNPO2,read,-0.13028098343120423,0.0017284368595710802,0.012682332076110461,
8692,chr17_19849195,39775,ULK2,read,-0.1302978426675394,0.0017260299049365669,0.012670819047283122,
11260,chr19_46846066,50597,AP2S1,read,-0.13034172715982698,0.0017197790254666295,0.012631062803603257,
9442,chr17_50463545,42388,ACSF2,read,-0.130355396442281,0.001717836226838808,0.012622924363639395,
26771,chr7_92094958,80410,AKAP9,read,-0.130362368111696,0.0017168461272768299,0.012618714731345739,
4741,chr13_110150314,26248,COL4A1,read,-0.1303718826373016,0.0017154957420940354,0.012611854331461864,
3629,chr12_27682602,20887,PPFIBP1,read,-0.13038379536938116,0.0017138063559582828,0.012605562557382845,
21134,chr4_147906547,70799,ARHGAP10,read,-0.13045378113106212,0.0017039122109497654,0.012544991436264766,
9735,chr17_65056351,43085,GNA13,read,-0.13047913491238491,0.0017003408027895176,0.012530898533228306,
15169,chr20_46126605,59661,CD40,read,-0.1305207264126716,0.0016944969717103751,0.012490875191172385,
7809,chr16_27502831,35695,GTF3C1,read,-0.13057392520107863,0.001687049111325247,0.012448109385711658,
27606,chr8_42167345,83557,AP3M2,read,-0.13068142487586049,0.0016720906818825812,0.012367909678048095,
15569,chr21_36040500,60511,SETD4,read,-0.13069420721634578,0.0016703201562033394,0.012357835891479941,
22651,chr5_14479899,71584,TRIO,read,-0.13070324926066657,0.0016690687507693541,0.012351598817474703,
18125,chr2_38295956,53241,ATL2,read,-0.130709510841978,0.0016682026614886385,0.012349503054387787,
9821,chr17_74440426,43245,GPRC5C,read,-0.13072988211823727,0.0016653878002236336,0.012336432529454764,
15480,chr21_25714506,60253,JAM2,coad,-0.13073754133207005,0.001664330593628169,0.01233464317674197,
6549,chr15_34860144,29890,AQR,coad,-0.13077191077453773,0.001659594133702138,0.01230858866449759,
15761,chr22_19048525,61036,DGCR2,read,-0.13077429092011267,0.0016592665837644434,0.01230858866449759,
23833,chr5_96746315,72836,CAST,read,-0.13078528623532687,0.0016577542047205229,0.012303994091232446,
23030,chr5_173146812,74579,BNIP1,read,-0.1307903761063918,0.0016570545336824847,0.012303994091232446,
20139,chr3_40462030,64219,RPL14,coad,-0.13080381778046407,0.0016552080979442359,0.012294147574244452,
16345,chr2_10659111,52662,NOL10,read,-0.1308045428824962,0.00165510854691029,0.012294147574244452,
25394,chr7_106254516,81329,NAMPT,read,-0.13083921271987908,0.0016503550473389872,0.012264124915667732,
2137,chr11_57810255,15928,CTNND1,read,-0.13094540726418202,0.0016358728194507,0.012177448541542315,
28860,chr9_19324622,85968,DENND4C,read,-0.13098779233605773,0.001630125216199961,0.012143629843341828,
1437,chr11_114698239,18845,NXPE2,read,-0.13102112870850913,0.0016256176856521796,0.012116019443703838,
18037,chr2_30232093,53108,LBH,read,-0.13103367326867188,0.0016239244554138235,0.012109367641516542,
8608,chr17_16138265,39416,NCOR1,read,-0.1310360905052962,0.0016235983695521048,0.012109367641516542,
7013,chr15_64136943,31086,SNX1,read,-0.13110782366356033,0.0016139488623479244,0.012052810701657524,
2257,chr11_63939114,16549,NAA40,read,-0.13110809361389822,0.0016139126484156622,0.012052810701657524,
8746,chr17_28132600,39871,NLK,read,-0.13112083520226284,0.0016122042081611067,0.01205168469496606,
6066,chr14_66922640,28019,GPHN,read,-0.13113119372070456,0.0016108165226006615,0.012047266500014095,
16169,chr22_42082039,62494,SMDT1,read,-0.13113629532248128,0.0016101334863360592,0.012045136605054196,
938,chr10_73378892,12145,ANXA7,read,-0.13125300494862915,0.0015945800654858882,0.011949473260807902,
10795,chr19_18857057,48507,UPF1,read,-0.1312569546615754,0.001594056124488985,0.011948507431268737,
8457,chr16_87714451,37947,KLHDC4,read,-0.1312827859439444,0.0015906334246134318,0.011928764673303557,
30587,chrX_77829155,89535,MAGT1,read,-0.13129481200288945,0.0015890422494003482,0.011922744438877086,
11513,chr19_5595542,46848,SAFB2,read,-0.13132671109196153,0.0015848287385117708,0.011897032811190991,
10895,chr19_30012532,48860,URI1,read,-0.13136139683835057,0.0015802587857373237,0.011871566561009777,
18692,chr2_86449807,54433,KDM3A,read,-0.13145076430853328,0.0015685400451354618,0.011803758504187549,
4574,chr12_89351814,23616,DUSP6,read,-0.1316793532674527,0.0015389274235800138,0.0116274943607738,
29542,chrX_100870821,89616,NOX1,read,-0.1316795724459671,0.001538899278144198,0.0116274943607738,
1709,chr11_134148956,19535,JAM3,read,-0.13173986948628885,0.0015311742695298498,0.011574697771039817,
17512,chr2_219207271,57624,ZFAND2B,coad,-0.13175955497132802,0.00152865997002478,0.011561470565991366,
29592,chrX_106956506,89814,MORC4,read,-0.13176121502410068,0.0015284481157384385,0.011561470565991366,
23937,chr6_109632864,77202,AK9,read,-0.13177006636511943,0.001527318971632116,0.011557150754937287,
17871,chr2_241465747,58380,FARP2,read,-0.1317709745152353,0.0015272031644801723,0.011557150754937287,
22483,chr5_134766930,73425,DDX46,read,-0.13179757282773177,0.0015238149280122789,0.01153925450619213,
15613,chr21_39258561,60603,BRWD1,read,-0.13188795987403024,0.001512352480811676,0.011463935033120086,
1149,chr10_93333920,12548,MYOF,read,-0.13190695057457372,0.0015099542656197887,0.011451496179455995,
15939,chr22_31093627,61810,SMTN,read,-0.13196430914454613,0.0015027320140331526,0.011413894968466273,
10111,chr18_204545,44435,USP14,read,-0.13197114625917372,0.0015018732456035606,0.011410237707430217,
15036,chr20_38548820,59379,RALGAPB,read,-0.13198264890548397,0.0015004294855262654,0.011402133113000477,
9022,chr17_37700953,40543,HNF1B,read,-0.13200372762299614,0.00149778708966845,0.011386498484523314,
15949,chr22_31283301,61840,PIK3IP1,read,-0.1320368516602218,0.001493643349305444,0.01136331067205628,
21379,chr4_185408152,71346,UFSP2,read,-0.13212747492812846,0.0014823603653883743,0.011305258923558947,
13686,chr1_28537818,1386,RCC1,read,-0.1321459059716254,0.0014800752288696884,0.011295704087096575,
27896,chr8_85473823,84356,CA2,read,-0.13222551536245644,0.0014702421593147505,0.011231996491152975,
28072,chr8_98595910,84651,STK3,read,-0.13223055166385997,0.0014696221171746394,0.011231996491152975,serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:11406]
2267,chr11_64200351,16567,STIP1,read,-0.1322595182801239,0.0014660605683311713,0.011214213932518025,
27349,chr8_21999687,82915,XPO7,read,-0.13228020888654557,0.0014635214434951741,0.011203291839663766,
8878,chr17_31374157,40143,NF1,read,-0.13233014431057868,0.0014574100726924414,0.011173477223975384,
19909,chr3_196733740,68255,PIGX,read,-0.13235202071744578,0.001454740114971043,0.011164327525323318,
19020,chr3_121633222,66394,HCLS1,read,-0.13235354876635752,0.001454553788736531,0.011164327525323318,
10695,chr19_15922260,48121,CYP4F11,read,-0.1323542786905083,0.0014544647914628435,0.011164327525323318,
16099,chr22_39138691,62286,CBX7,read,-0.13235903429769663,0.0014538850783035729,0.011164327525323318,
2704,chr11_86276964,18177,EED,read,-0.13243020569041708,0.0014452345532830104,0.011111113132700724,
7398,chr15_90456299,32487,IQGAP1,read,-0.13243145573036774,0.001445083040926595,0.011111113132700724,
25520,chr7_117099741,81553,ST7,read,-0.132451901049557,0.0014426070169713697,0.011099376552607242,
26904,chr8_100920796,84719,YWHAZ,read,-0.13246614630962386,0.0014408841553037628,0.011088941800804658,
20291,chr3_47871143,64545,MAP4,read,-0.13253624011831192,0.0014324343337219726,0.011035144274941686,
26126,chr7_26843974,79048,SKAP2,read,-0.1325381353263856,0.0014322064999058878,0.011035144274941686,
14058,chr1_43597991,2186,PTPRF,read,-0.13256211336725437,0.0014293268382107728,0.011016817079940067,
11487,chr19_55266320,52053,HSPBP1,read,-0.13257598797796738,0.001427662988283606,0.011009604049117203,
9336,chr17_47181667,42049,CDC27,read,-0.1326225228928558,0.0014220954933130338,0.010977865797665317,
8120,chr16_57040741,36514,NLRC5,read,-0.13266192695597653,0.0014173967591532802,0.010947182068588088,
14910,chr20_3545778,58589,ATRN,read,-0.1327021904090986,0.0014126102969138127,0.010915789072600476,
10372,chr18_56781583,45633,WDR7,read,-0.13271000673594477,0.0014116828276221054,0.010915789072600476,
7250,chr15_75873573,31888,UBE2Q2,read,-0.13273556265931358,0.0014086543213061638,0.010897255055043298,
2583,chr11_7610388,14200,PPFIBP2,read,-0.13279144551205482,0.001402052726192827,0.010867525551948245,
8908,chr17_32334610,40200,C17orf75,read,-0.13281236764152765,0.001399588466437817,0.010853987991644045,
10913,chr19_32615846,48896,ANKRD27,read,-0.13284661053348312,0.0013955638479460758,0.01083945264024886,
16011,chr22_36266096,62019,APOL1,read,-0.1328524537119308,0.001394878154450294,0.010836909782005945,
26643,chr7_81743060,80246,HGF,read,-0.13285299706152368,0.0013948144084494458,0.010836909782005945,
26888,chr8_100240858,84699,SPAG1,read,-0.13286580174108628,0.0013933129334531083,0.010830313459853316,
20765,chr4_102671435,70114,MANBA,read,-0.13297667441907593,0.0013803740445748282,0.0107546143684095,
6412,chr14_96408999,29200,AK7,read,-0.13300071826693788,0.0013775827404564915,0.010735632565088015,
8874,chr17_31349087,40143,NF1,read,-0.13301769572654018,0.0013756149175769429,0.010727702942414687,
9123,chr17_40351927,40856,RARA,coad,-0.13303506258597564,0.0013736046357987273,0.010715675060544883,
14256,chr1_54257100,3140,SSBP3,read,-0.13305037029284802,0.001371834950121517,0.01070463056409321,
9580,chr17_58347244,42658,SUPT4H1,read,-0.13306130384347595,0.0013705722339729437,0.010697537346196563,
9280,chr17_44351081,41849,GRN,read,-0.13312130136151218,0.001363662129779641,0.01064635031367714,
29059,chr9_35683313,86275,TPM2,coad,-0.133128214576609,0.0013628679755797145,0.010644748092116971,
3416,chr12_15497197,20575,PTPRO,read,-0.13312882599206258,0.0013627977598350328,0.010644748092116971,
8586,chr17_1552955,38338,PITPNA,read,-0.1331392454469691,0.0013616016876051517,0.010644748092116971,
8228,chr16_67729370,37100,RANBP10,read,-0.13316826097065243,0.0013582760190467185,0.010631743839562112,
30386,chrX_53575224,89229,HUWE1,read,-0.13320045833529415,0.0013545944062315664,0.010613700903915032,
1791,chr11_17494256,14536,USH1C,read,-0.13320453803591942,0.0013541285681536528,0.010613700903915032,
30380,chrX_53562132,89229,HUWE1,read,-0.13326609173321313,0.00134711796225689,0.010566281838293473,
13820,chr1_3479547,307,ARHGEF16,read,-0.13328404672411276,0.0013450792943351321,0.010554841330150172,
22134,chr4_88669843,69898,HERC3,read,-0.13330331213486252,0.0013428949945196392,0.010541359748052554,
26759,chr7_92040935,80410,AKAP9,read,-0.13333788279416559,0.0013389835769482947,0.010518846307740564,
16271,chr22_46367907,62713,CELSR1,read,-0.13334831245255588,0.0013378055973660634,0.010512322757167208,
3793,chr12_45945200,21313,SCAF11,coad,-0.13337580346315026,0.0013347051884461773,0.010493412639603492,
9986,chr17_80189738,44026,CARD14,read,-0.13338012553631448,0.001334218351234851,0.010492312541107142,
19227,chr3_128879627,66664,ACAD9,read,-0.13341560083008902,0.00133022859398731,0.010471881110239958,
13959,chr1_39413996,1877,MACF1,coad,-0.13344974081869965,0.0013263993828386462,0.01044984353580486,
7011,chr15_64136495,31086,SNX1,read,-0.13351026169596095,0.0013196361581581323,0.010415552088594132,
9044,chr17_38820947,40597,CWC25,read,-0.13353976347385407,0.0013163508458456051,0.010392333942208386,
2091,chr11_48120977,15812,PTPRJ,read,-0.1337310116572667,0.0012952354055087005,0.010249710842388971,
19907,chr3_196722537,68255,PIGX,read,-0.13374859650590376,0.001293309623689117,0.010237149847808777,
18554,chr2_73240585,53959,CCT7,read,-0.13375602167016543,0.0012924972582367045,0.01023339779459925,
15119,chr20_44419908,59461,HNF4A,read,-0.13375687312026904,0.0012924041336046395,0.01023339779459925,
10277,chr18_36885720,45281,KIAA1328,read,-0.13378119805178731,0.0012897462794861279,0.010216966009182277,
23831,chr5_96730866,72836,CAST,read,-0.13379401801441393,0.0012883475369883514,0.0102139112073952,
27447,chr8_27419875,83154,PTK2B,read,-0.1338233280171128,0.001285154867035216,0.010191271356444705,
14689,chr20_10664022,58691,JAG1,read,-0.1338478465082374,0.0012824897220553885,0.010175472624230122,
27387,chr8_23258491,83073,CHMP7,read,-0.1338512185359183,0.0012821235830036356,0.010175236884792695,
1782,chr11_17301895,14519,NUCB2,coad,-0.1338709427090842,0.0012799838343388469,0.010160921540571766,
24918,chr6_53904505,76508,LRRC1,coad,-0.13389479427043557,0.0012774007238138803,0.01014378286980657,
6892,chr15_56101484,30750,RFX7,read,-0.13398292511868204,0.0012678977781696024,0.010083504680709865,
20659,chr3_8565527,63051,LMCD1,read,-0.13399562505128737,0.0012665337525448637,0.010077956681325809,
8932,chr17_35834545,40339,TAF15,read,-0.1340120673017577,0.0012647697935379675,0.010069218848527461,
8752,chr17_28328853,39878,IFT20,read,-0.13401331974984043,0.0012646355210546377,0.010069218848527461,
30010,chrX_17133801,88583,REPS2,read,-0.13405825614873287,0.0012598266537897469,0.010037791660661457,
14701,chr20_13808950,58707,NDUFAF5,read,-0.1340674005273546,0.0012588501327422403,0.010032654088218462,
24131,chr6_132460863,77641,STX7,read,-0.13411206217373783,0.001254090758315832,0.01000263053408817,
29608,chrX_110264442,89875,AMMECR1,read,-0.13412510751381623,0.0012527037101295626,0.009994203036894914,
9246,chr17_43492691,41705,DHX8,read,-0.13412652604323025,0.0012525529699237959,0.009994203036894914,
27321,chr8_18025337,82834,PCM1,read,-0.13413622108545364,0.0012515231721953108,0.009990054986288513,
26825,chr7_96146537,80549,SLC25A13,read,-0.13424524872083873,0.0012399959318797429,0.009911119703938378,
27275,chr8_144807243,85649,ZNF517,read,-0.13431036938959534,0.001233157602884824,0.009869502963548955,
9572,chr17_57677164,42610,MSI2,read,-0.13435033633617932,0.001228977888487155,0.009851692615238272,
4887,chr13_25253896,25492,MTMR6,read,-0.13439456295790983,0.0012243679128618255,0.009817340276910369,
1283,chr11_1009078,13821,AP2A2,read,-0.13439797007776205,0.0012240134323444403,0.009817100573125855,
30372,chrX_53538531,89229,HUWE1,read,-0.1344148549104488,0.0012222581104562415,0.009810827110071398,
10943,chr19_33490063,48939,PEPD,read,-0.13447674746108967,0.0012158436637092354,0.00977490473388778,
9657,chr17_60924519,42864,BCAS3,read,-0.13447832481610275,0.0012156805951079638,0.00977490473388778,
29366,chr9_85678184,86731,AGTPBP1,read,-0.1345299614796118,0.0012103534561313618,0.00974630997888526,
11250,chr19_46387318,50558,PPP5C,read,-0.1345480225589358,0.0012084952525186672,0.009733938458702287,
16779,chr2_165930367,55811,TTC21B,read,-0.13457337744413728,0.0012058910645602048,0.009720729010560607,
13344,chr1_228369069,10196,OBSCN,read,-0.13458436769014648,0.001204763868821264,0.009714830436334653,
10711,chr19_16434312,48153,EPS15L1,read,-0.13458586917188167,0.0012046099473165639,0.009714830436334653,
24175,chr6_135318465,77886,AHI1,read,-0.13458739180640011,0.0012044538758785675,0.009714830436334653,
8330,chr16_71922604,37509,IST1,read,-0.13459471958169633,0.0012037030327212645,0.009714830436334653,
6684,chr15_42515286,30166,SNAP23,read,-0.1345977162817202,0.001203396099027782,0.009714830436334653,
7574,chr16_14644389,34094,BFAR,read,-0.13461368142841923,0.0012017621016007546,0.00970814496872725,
22004,chr4_82459952,69707,ENOPH1,read,-0.13465130689804344,0.0011979193006978349,0.009684862135687254,
25836,chr7_149771023,82205,ZNF467,read,-0.1346590823994241,0.0011971265786772387,0.00968330996487518,
9885,chr17_75809748,43507,UNK,read,-0.1346869386021472,0.0011942905703055883,0.009665859860554595,
2828,chr12_10129971,20313,CLEC7A,read,-0.13470632437075533,0.0011923205819078808,0.00965517440162592,
10634,chr19_13812941,47939,ZSWIM4,read,-0.13473795624160242,0.0011891125684555868,0.009636846096714691,
16446,chr2_113890252,55072,ACTR3,read,-0.13485677367797683,0.0011771333644414075,0.00954999962648347,
9863,chr17_75568709,43458,LLGL2,read,-0.13485729298219734,0.0011770812530436036,0.00954999962648347,
16757,chr2_161219650,55730,TANK,read,-0.1348673367112494,0.0011760737980516418,0.009549087791160243,
7702,chr16_22346914,35555,CDR2,read,-0.1348707142679723,0.0011757351845144942,0.009548901894640407,
10315,chr18_46836394,45421,PIAS2,read,-0.1348804923576629,0.0011747553985356235,0.00954607120599407,
9108,chr17_40133735,40842,MSL1,read,-0.13498435266370176,0.0011643947142959026,0.009469512808249415,
29753,chrX_129814803,90051,ZDHHC9,read,-0.13502887099177857,0.001159979587547651,0.009448850693611286,
15911,chr22_29790509,61671,ASCC2,read,-0.13504075294937665,0.0011588038004044811,0.0094443602649511,
5277,chr13_75838120,26062,LMO7,read,-0.1350423144720886,0.0011586493605704115,0.0094443602649511,
13081,chr1_21704399,994,USP48,read,-0.1350500089882122,0.0011578886241648371,0.0094443602649511,
8446,chr16_87410338,37945,ZCCHC14,read,-0.13505893485169593,0.001157006724549944,0.009439888962506894,
6995,chr15_63327264,31026,CA12,read,-0.13506068727436338,0.0011568336531493065,0.009439888962506894,
12893,chr1_204428047,9473,PIK3C2B,read,-0.13511502045400503,0.001151479467630184,0.009402401862439232,
5848,chr14_50486074,27482,MAP4K5,read,-0.13515641895393612,0.0011474152558389804,0.009374277259008633,
28576,chr9_129010208,87808,SH3GLB2,read,-0.13528364887084388,0.0011350073516047093,0.009291559029237869,
8547,chr17_10681145,39279,SCO1,read,-0.13531420554885001,0.0011320458395106187,0.009276273751286552,
29857,chrX_13746827,88520,OFD1,read,-0.13533986243138624,0.0011295647134577052,0.0092590357371388,
25402,chr7_107210627,81337,COG5,read,-0.13535007128348736,0.0011285788706939432,0.009255387186588481,
17632,chr2_230245152,57869,SP140,coad,-0.13535161582807437,0.0011284297870831083,0.009255387186588481,
27337,chr8_20215012,82900,ATP6V1B2,read,-0.13537309764239122,0.001126358186118059,0.009242187558095685,
10366,chr18_56679515,45633,WDR7,read,-0.1353929737176457,0.0011244445587124694,0.009230920316628094,
29411,chr9_90865034,86818,SYK,read,-0.13539417562247777,0.0011243289379795917,0.009230920316628094,
18208,chr2_43934716,53409,LRPPRC,coad,-0.13540103223742972,0.0011236695555812979,0.009230920316628094,
11162,chr19_42334122,50157,MEGF8,read,-0.13540367512841486,0.0011234154910207373,0.009230920316628094,
13961,chr1_39414152,1877,MACF1,coad,-0.13540713504733323,0.001123082964562815,0.009230920316628094,
5535,chr14_21363299,26571,SUPT16H,read,-0.13541564537331394,0.0011222654388881308,0.009230920316628094,
15350,chr20_6112557,58666,FERMT1,read,-0.13544229091068583,0.001119709341631446,0.009217639912259958,
21832,chr4_56450690,69357,PAICS,read,-0.1354480758854884,0.001119155100770651,0.009215585631039571,
15717,chr21_46297524,60914,YBEY,read,-0.13545332425359452,0.001118652489451923,0.009213955485695372,
11454,chr19_52880977,51638,ZNF320,read,-0.13550493938651398,0.0011137206306693142,0.009178332554385125,
10010,chr17_80625659,44080,RPTOR,read,-0.13558022560255084,0.0011065629312917839,0.00913539623302213,
28166,chr9_107331686,87146,RAD23B,read,-0.13558830926578047,0.0011057969193240132,0.009132940421888253,
29982,chrX_15808121,88567,ZRSR2,read,-0.13566406973378445,0.0010986415524691737,0.009083765378466419,
16051,chr22_37888472,62170,EIF3L,read,-0.13570419851172777,0.001094868824539317,0.009057523960118065,
10953,chr19_34368737,48956,GPI,read,-0.13573144959418892,0.001092313616784688,0.009041331510578239,
25490,chr7_114922580,81513,MDFIC,read,-0.13575097615111686,0.0010904860860822968,0.009028675519725997,
30445,chrX_65524462,89320,LAS1L,read,-0.13577180970959532,0.0010885393406445038,0.009015025289647595,
16287,chr22_50276647,62819,PLXNB2,read,-0.13580217585098386,0.001085707585438864,0.009001443499561909,
970,chr10_73860752,12238,CAMK2G,read,-0.1358137075296914,0.0010846339951453526,0.009001443499561909,
388,chr10_126017122,13452,ADAM12,read,-0.13583624299545255,0.0010825387872453293,0.008994886159405215,
28572,chr9_128722707,87779,ZDHHC12,read,-0.13586869417177477,0.0010795282369064233,0.008972336225675948,
14112,chr1_45719225,2771,IPP,read,-0.13588261021431386,0.0010782395900262739,0.008970060692584835,
8430,chr16_84990526,37872,ZDHHC7,read,-0.13592329516712193,0.0010744802360458112,0.00894512929788207,
2458,chr11_70337475,17392,PPFIA1,read,-0.1359340963042216,0.0010734842272235518,0.008939298032041939,
26690,chr7_852780,78520,SUN1,coad,-0.13595207078760607,0.0010718286282825767,0.008929999135841568,
11394,chr19_51588162,51362,ZNF175,read,-0.13596139014589137,0.0010709711657697998,0.00892574343034103,
15451,chr20_9472834,58678,PLCB4,read,-0.13609654107449343,0.0010586070305858956,0.00883974865821933,
9298,chr17_44883029,41901,EFTUD2,read,-0.13610431419565938,0.0010578999364304763,0.008836283782750554,
4705,chr13_100515576,26190,PCCA,read,-0.13610597700442537,0.0010577487330212098,0.008836283782750554,
10837,chr19_2043088,46567,MKNK2,read,-0.1361396170286601,0.001054694039937643,0.008819174876534205,
11485,chr19_55239779,52048,PPP6R1,read,-0.13625561642000678,0.0010442230022413856,0.008746199031512242,
16723,chr2_159428245,55698,BAZ2B,read,-0.13630932607275725,0.0010394073056639902,0.008710688268164972,
11483,chr19_55236760,52048,PPP6R1,read,-0.13631662157370575,0.0010387547624562698,0.008707632425302073,
6612,chr15_40980452,30066,INO80,read,-0.1363316866733695,0.0010374084669184974,0.008701170017179688,
25516,chr7_117020551,81553,ST7,read,-0.1363484101332861,0.0010359158579454604,0.008691061060627033,
28695,chr9_133055989,88004,GTF3C5,read,-0.13639394889915107,0.0010318614553091856,0.00866906936550731,
28026,chr8_9680862,82594,TNKS,read,-0.1364129221185154,0.0010301765601013117,0.008657318716383488,
29676,chrX_119575404,89955,UBE2A,read,-0.13643558029723468,0.0010281677535553158,0.008645241508557278,
5657,chr14_32545545,27137,AKAP6,read,-0.1364635364635364,0.0010256942260164859,0.008627944518385255,
10103,chr18_12913619,44713,PTPN2,read,-0.13650214737717234,0.0010222870109468409,0.008602969016718753,
3154,chr12_121233596,24837,P2RX4,read,-0.13652494275837962,0.0010202803436718047,0.008588471749054754,
8730,chr17_2387445,38399,MNT,read,-0.13660482408877916,0.0010132770876799821,0.008534270542155683,
20761,chr4_102613584,70108,NFKB1,read,-0.13667549844719562,0.0010071180428135077,0.008501335530252454,
3886,chr12_49562945,21587,MCRS1,read,-0.13668821150086588,0.0010060138155130172,0.008494385217808823,
9216,chr17_42788806,41128,WNK4,read,-0.1367006357763103,0.0010049357509557921,0.00848765199320244,
13316,chr1_228286755,10196,OBSCN,read,-0.13672744355762967,0.0010026132505968164,0.008475136323169567,
22064,chr4_912811,68414,GAK,read,-0.13675886097593998,0.000999897700780415,0.00845885802043855,
5565,chr14_22770493,26617,OXA1L,read,-0.13677889794784387,0.0009981693629547272,0.00844937934020871,
7173,chr15_72582192,31555,ARIH1,read,-0.13682761588870856,0.0009939785791311414,0.00842333486293678,
9054,chr17_39178090,40626,CACNB1,read,-0.13690262585691026,0.0009875578749689359,0.008383016538993955,
15189,chr20_47221487,59712,ZMYND8,read,-0.13690902751614137,0.0009870116833495294,0.008380732274819348,
26337,chr7_48101823,79633,UPP1,read,-0.13698703557125153,0.0009803783849166583,0.008326746490256762,
4118,chr12_56173856,22390,SMARCC2,read,-0.13699402874193972,0.00097978574645235,0.008326389407544627,
14747,chr20_20026768,58808,NAA20,read,-0.13704083934103914,0.0009758272793875993,0.008297412444497594,
12682,chr1_183546132,9177,SMG7,read,-0.1370411901443339,0.0009757976700824341,0.008297412444497594,
17835,chr2_241040143,58306,SNED1,read,-0.13705614295699892,0.0009745363596660021,0.008291097664725243,
2317,chr11_6557385,14150,DNHD1,read,-0.13705872925036347,0.0009743183515975642,0.008291097664725243,
16043,chr22_37647378,62132,SH3BP1,read,-0.13706228588153194,0.0009740186237920505,0.008291097664725243,
11898,chr1_119750726,4391,HMGCS2,read,-0.1370792015912351,0.0009725942523831742,0.00828585895662847,
5427,chr14_102959610,29428,CDC42BPB,read,-0.1370812463519984,0.0009724222056238883,0.00828585895662847,
8212,chr16_66972242,36906,CES3,read,-0.13709018387001107,0.000971670530189768,0.00828585895662847,
14930,chr20_35469965,59164,CEP250,read,-0.1371113740346103,0.0009698905099039307,0.008275754798142866,
23382,chr5_55627815,72049,SLC38A9,read,-0.1371552707231524,0.0009662126701997288,0.008248123683373073,
21622,chr4_39925936,69080,PDS5A,coad,-0.13715584962607358,0.0009661642535832553,0.008248123683373073,
7990,chr16_47237901,36321,ITFG1,read,-0.13719620578050873,0.0009627945798521093,0.008230560222619289,
20729,chr3_9920584,63254,IL17RC,read,-0.13726912854920958,0.0009567331639269436,0.008188000719572838,
13206,chr1_225206128,9984,DNAH14,read,-0.1372811636251146,0.0009557361917196286,0.00818409997694229,
7003,chr15_63574306,31028,USP3,read,-0.13738049960654225,0.0009475438890026445,0.008123147653878964,
8604,chr17_16080733,39416,NCOR1,read,-0.13739769381003128,0.0009461324761133123,0.008115648536598732,
11360,chr19_50271900,51163,MYH14,read,-0.13751169760132173,0.0009368233238410337,0.008054070900958518,
7644,chr16_19440837,34303,TMC5,read,-0.1375772237951997,0.0009315110596599058,0.008015235277215888,
30623,chrX_96738799,89594,DIAPH2,read,-0.1375835699508603,0.0009309980526865285,0.008014137825890277,
13318,chr1_228288278,10196,OBSCN,read,-0.13766422587518232,0.000924500739152438,0.007968516630283695,
26705,chr7_87191042,80295,DMTF1,read,-0.13776749143311418,0.0009162432555166178,0.007910869900970627,
15394,chr20_63530673,60132,PTK6,read,-0.13777755165879205,0.0009154424584986345,0.007906212780494346,
13888,chr1_3633299,320,WRAP73,read,-0.13789763746954128,0.000905933407743072,0.007839791800321974,
15957,chr22_31589400,61866,SFI1,read,-0.13790137548886203,0.0009056388815039006,0.007839791800321974,
24927,chr6_54389768,97245,TINAG,read,-0.13791528151251486,0.00090454397420054,0.00783670366648391,
16061,chr22_38127512,62208,PLA2G6,read,-0.13792236903738256,0.0009039864003762094,0.007836362476176112,phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039]
22334,chr5_124649054,73152,ZNF608,coad,-0.1380337320298012,0.0008952671119590632,0.007776379609765039,
9344,chr17_47656844,42090,KPNB1,read,-0.13804197924865086,0.0008946244890159173,0.007773030069027986,
774,chr10_60788265,11856,CDK1,read,-0.13811462229547886,0.0008889825386809743,0.007737345865440595,
